"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display"
"1",1601716534505,2,"03/10/2020 11:15:34","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,""
"2",1601716539977,2,"03/10/2020 11:15:39","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",92051.383333329,NA,NA,NA,NA,"IntroAlice"
"3",1601716695422,2,"03/10/2020 11:18:15","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",1,"Screen 1","content","content_video",92051.383333329,NA,NA,NA,NA,"AliceDiagramNoFeedbackIntoVid"
"4",1601716699604,2,"03/10/2020 11:18:19","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",92051.383333329,NA,NA,NA,NA,"AliceDiagramNoFeedbackIntoVid"
"5",1601716699610,2,"03/10/2020 11:18:19","BLIND",1951490,NA,"complete",NA,"5f7840fc881adf3ba90fe47e","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x969","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"END TASK",NA,"","","",165105,NA,NA,NA,NA,""
"1",1601663493888,2,"02/10/2020 20:31:33","BLIND",3417530,NA,"complete",NA,"5f7771cc500fed151d125bbc","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1536x864","1536x754","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,""
"2",1601663497723,2,"02/10/2020 20:31:37","BLIND",3417530,NA,"complete",NA,"5f7771cc500fed151d125bbc","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1536x864","1536x754","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",92051.383333329,NA,NA,NA,NA,"IntroAlice"
"3",1601663655251,2,"02/10/2020 20:34:15","BLIND",3417530,NA,"complete",NA,"5f7771cc500fed151d125bbc","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1536x864","1536x754","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",1,"Screen 1","content","content_video",92051.383333329,NA,NA,NA,NA,"AliceDiagramNoFeedbackIntoVid"
"4",1601663657931,2,"02/10/2020 20:34:17","BLIND",3417530,NA,"complete",NA,"5f7771cc500fed151d125bbc","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1536x864","1536x754","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",92051.383333329,NA,NA,NA,NA,"AliceDiagramNoFeedbackIntoVid"
"5",1601663657935,2,"02/10/2020 20:34:17","BLIND",3417530,NA,"complete",NA,"5f7771cc500fed151d125bbc","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1536x864","1536x754","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"END TASK",NA,"","","",164047,NA,NA,NA,NA,""
