"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1601676031365,2,"03/10/2020 00:00:31","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"10",1601676223819,2,"03/10/2020 00:03:43","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",1,"Text","advancementZone","continue_button",48416.2531382934,NA,NA,"",NA,"GeldFeedbackOnly",NA
"11",1601676225683,2,"03/10/2020 00:03:45","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",2,"JoL1","Two","response_button_text",48416.2531382934,NA,NA,"4",1,"GeldFeedbackOnly",NA
"12",1601676246147,2,"03/10/2020 00:04:06","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",3,"Feedback","Zone1","continue_button",48416.2531382934,NA,NA,"",NA,"GeldFeedbackOnly",NA
"13",1601676248203,2,"03/10/2020 00:04:08","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",4,"JoL2","Two","response_button_text",48416.2531382934,NA,NA,"4",1,"GeldFeedbackOnly",NA
"14",1601676249459,2,"03/10/2020 00:04:09","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",5,"ToetsInstructies","advancementZone","continue_button",48416.2531382934,NA,NA,"",NA,"GeldFeedbackOnly",NA
"15",1601676303656,2,"03/10/2020 00:05:03","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",6,"Test","buttonA","response_text_area",48416.2531382934,NA,NA,"wulPT",NA,"GeldFeedbackOnly",NA
"16",1601676303657,2,"03/10/2020 00:05:03","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",9,"1",6,"Test","buttonB","continue_button",48416.2531382934,NA,NA,"",NA,"GeldFeedbackOnly",NA
"17",1601676305346,2,"03/10/2020 00:05:05","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",4,"2",1,"Screen 1","advancementZone","continue_button",48416.2531382934,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"18",1601676349443,2,"03/10/2020 00:05:49","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",1,"Text","advancementZone","continue_button",48416.2531382934,NA,NA,"",NA,"BotoxFeedbackOnly",NA
"19",1601676351275,2,"03/10/2020 00:05:51","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",2,"JoL1","One","response_button_text",48416.2531382934,NA,NA,"4",1,"BotoxFeedbackOnly",NA
"2",1601676082101,2,"03/10/2020 00:01:22","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",7,"1",1,"Text","advancementZone","continue_button",48416.2531382934,NA,NA,"",NA,"MuziekFeedbackOnly",NA
"20",1601676376987,2,"03/10/2020 00:06:16","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",3,"Feedback","Zone1","continue_button",48416.2531382934,NA,NA,"",NA,"BotoxFeedbackOnly",NA
"21",1601676378035,2,"03/10/2020 00:06:18","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",4,"JoL2","Two","response_button_text",48416.2531382934,NA,NA,"4",1,"BotoxFeedbackOnly",NA
"22",1601676379243,2,"03/10/2020 00:06:19","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",5,"InstructieToets","advancementZone","continue_button",48416.2531382934,NA,NA,"",NA,"BotoxFeedbackOnly",NA
"23",1601676446576,2,"03/10/2020 00:07:26","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",6,"Test","buttonA","response_text_area",48416.2531382934,NA,NA,"L4X5",NA,"BotoxFeedbackOnly",NA
"24",1601676446577,2,"03/10/2020 00:07:26","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",5,"1",6,"Test","buttonB","continue_button",48416.2531382934,NA,NA,"",NA,"BotoxFeedbackOnly",NA
"25",1601676448619,2,"03/10/2020 00:07:28","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","FeedbackOnly","FeedbackOnly",6,"3",1,"Screen 1","advancementZone","continue_button",48416.2531382934,NA,NA,"",NA,"ReadyForNextTextScreen",NA
