"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display"
"1",1601675493022,2,"02/10/2020 23:51:33","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,""
"10",1601676027273,2,"03/10/2020 00:00:27","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonA","response_text_area",57614.92,NA,NA,"zzUj5cst9",NA,"SportenFeedbackOnly"
"11",1601676027274,2,"03/10/2020 00:00:27","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",6,"Test","buttonB","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"12",1601676029323,2,"03/10/2020 00:00:29","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",4,"1",1,"Screen 1","advancementZone","continue_button",57614.92,NA,NA,"",NA,"ReadyForExperiment"
"13",1601676029326,2,"03/10/2020 00:00:29","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","",NA,"END TASK",NA,"","","",536304,NA,NA,"",NA,""
"2",1601675779093,2,"02/10/2020 23:56:19","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",1,"1",1,"Screen 1","advancementZone","continue_button",57614.92,NA,NA,"",NA,"IntroAlice"
"3",1601675885417,2,"02/10/2020 23:58:05","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",1,"Screen 1","content","content_video",57614.92,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"4",1601675888508,2,"02/10/2020 23:58:08","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",57614.92,NA,NA,"",NA,"AliceFeedbackOnlyIntroVid"
"5",1601675933132,2,"02/10/2020 23:58:53","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",1,"Text","advancementZone","continue_button",57614.92,NA,NA,"",NA,"SportenFeedbackOnly"
"6",1601675938113,2,"02/10/2020 23:58:58","BLIND",1317396,NA,"complete",NA,"5f779292be4d822f10e2171c","computer","Desktop or Laptop","Windows 10","Chrome 85.0.4183.121","1920x1080","1920x937","FeedbackOnly","AliceSportIntoFeedbackOnly","AliceSportIntoFeedbackOnly",3,"1",2,"JoL1","Two","response_button_text",57614.92,NA,NA,"3",1,"SportenFeedbackOnly"
