"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display"
"1",1604403793886,1,"03/11/2020 12:43:13","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604403798268,1,"03/11/2020 12:43:18","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",NA,NA,NA,"",NA,"IntroAlice"
"3",1604403808281,1,"03/11/2020 12:43:28","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","AliceDiagramFeedback","",NA,"",NA,"","","",NA,NA,NA,"A loading delay of more than 10s was detected.",NA,""
"4",1604403983853,1,"03/11/2020 12:46:23","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",1,"Screen 2","content","content_video",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"5",1604403987956,1,"03/11/2020 12:46:27","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"6",1604403987967,1,"03/11/2020 12:46:27","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","AliceDiagramFeedback","",NA,"END TASK",NA,"","","","194081",NA,NA,"",NA,""
"1",1604605551790,1,"05/11/2020 20:45:51","BLIND",2495352,NA,"complete",NA,"5fa4563a81c7720aa07d2f3b","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1536x864","1536x722","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604605554768,1,"05/11/2020 20:45:54","BLIND",2495352,NA,"complete",NA,"5fa4563a81c7720aa07d2f3b","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1536x864","1536x722","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",NA,NA,NA,"",NA,"IntroAlice"
"3",1604605729690,1,"05/11/2020 20:48:49","BLIND",2495352,NA,"complete",NA,"5fa4563a81c7720aa07d2f3b","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1536x864","1536x722","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",1,"Screen 2","content","content_video",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"4",1604605731799,1,"05/11/2020 20:48:51","BLIND",2495352,NA,"complete",NA,"5fa4563a81c7720aa07d2f3b","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1536x864","1536x722","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"5",1604605731802,1,"05/11/2020 20:48:51","BLIND",2495352,NA,"complete",NA,"5fa4563a81c7720aa07d2f3b","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1536x864","1536x722","DiagramFeedback","AliceDiagramFeedback","",NA,"END TASK",NA,"","","","180012",NA,NA,"",NA,""
"1",1604742591316,1,"07/11/2020 10:49:51","BLIND",2977600,NA,"complete",NA,"5fa66d66eb0dac26f0ba5f1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x969","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604742600568,1,"07/11/2020 10:50:00","BLIND",2977600,NA,"complete",NA,"5fa66d66eb0dac26f0ba5f1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x969","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",NA,NA,NA,"",NA,"IntroAlice"
"3",1604742773901,1,"07/11/2020 10:52:53","BLIND",2977600,NA,"complete",NA,"5fa66d66eb0dac26f0ba5f1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x969","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",1,"Screen 2","content","content_video",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"4",1604742776407,1,"07/11/2020 10:52:56","BLIND",2977600,NA,"complete",NA,"5fa66d66eb0dac26f0ba5f1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x969","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"5",1604742776410,1,"07/11/2020 10:52:56","BLIND",2977600,NA,"complete",NA,"5fa66d66eb0dac26f0ba5f1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x969","DiagramFeedback","AliceDiagramFeedback","",NA,"END TASK",NA,"","","","185094",NA,NA,"",NA,""
"1",1604092923006,1,"30/10/2020 22:22:03","BLIND",3017711,NA,"complete",NA,"5f9c835b6586b4143dec83c8","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x760","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604092927563,1,"30/10/2020 22:22:07","BLIND",3017711,NA,"complete",NA,"5f9c835b6586b4143dec83c8","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x760","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",NA,NA,NA,"",NA,"IntroAlice"
"3",1604092937567,1,"30/10/2020 22:22:17","BLIND",3017711,NA,"complete",NA,"5f9c835b6586b4143dec83c8","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x760","DiagramFeedback","AliceDiagramFeedback","",NA,"",NA,"","","",NA,NA,NA,"A loading delay of more than 10s was detected.",NA,""
"4",1604093113120,1,"30/10/2020 22:25:13","BLIND",3017711,NA,"complete",NA,"5f9c835b6586b4143dec83c8","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x760","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",1,"Screen 2","content","content_video",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"5",1604093122871,1,"30/10/2020 22:25:22","BLIND",3017711,NA,"complete",NA,"5f9c835b6586b4143dec83c8","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x760","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"6",1604093122875,1,"30/10/2020 22:25:22","BLIND",3017711,NA,"complete",NA,"5f9c835b6586b4143dec83c8","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1536x864","1536x760","DiagramFeedback","AliceDiagramFeedback","",NA,"END TASK",NA,"","","","199869",NA,NA,"",NA,""
"1",1605016111729,1,"10/11/2020 14:48:31","BLIND",3813665,NA,"complete",NA,"5faa9a08c37823405e4a4540","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1605016115257,1,"10/11/2020 14:48:35","BLIND",3813665,NA,"complete",NA,"5faa9a08c37823405e4a4540","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",NA,NA,NA,"",NA,"IntroAlice"
"3",1605016125261,1,"10/11/2020 14:48:45","BLIND",3813665,NA,"complete",NA,"5faa9a08c37823405e4a4540","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","",NA,"",NA,"","","",NA,NA,NA,"A loading delay of more than 10s was detected.",NA,""
"4",1605016336662,1,"10/11/2020 14:52:16","BLIND",3813665,NA,"complete",NA,"5faa9a08c37823405e4a4540","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",1,"Screen 2","content","content_video",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"5",1605016340878,1,"10/11/2020 14:52:20","BLIND",3813665,NA,"complete",NA,"5faa9a08c37823405e4a4540","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
"6",1605016340881,1,"10/11/2020 14:52:20","BLIND",3813665,NA,"complete",NA,"5faa9a08c37823405e4a4540","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x937","DiagramFeedback","AliceDiagramFeedback","",NA,"END TASK",NA,"","","","229152",NA,NA,"",NA,""
"1",1604152633788,1,"31/10/2020 14:57:13","BLIND",4548750,NA,"complete",NA,"5f9d6ce2fa89fe28f1fed477","computer","Desktop or Laptop","Linux x86_64","Chrome 86.0.4240.110","892x412","980x374","DiagramFeedback","AliceDiagramFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604152638630,1,"31/10/2020 14:57:18","BLIND",4548750,NA,"complete",NA,"5f9d6ce2fa89fe28f1fed477","computer","Desktop or Laptop","Linux x86_64","Chrome 86.0.4240.110","892x412","980x351","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",1,"1",1,"Screen 1","advancementZone","continue_button",NA,NA,NA,"",NA,"IntroAlice"
"3",1604152816696,1,"31/10/2020 15:00:16","BLIND",4548750,NA,"complete",NA,"5f9d6ce2fa89fe28f1fed477","computer","Desktop or Laptop","Linux x86_64","Chrome 86.0.4240.110","892x412","980x351","DiagramFeedback","AliceDiagramFeedback","AliceDiagramFeedback",2,"1",1,"Screen 2","content","content_video",NA,NA,NA,"",NA,"AliceDiagramFeedbackIntroVid"
