"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1601718121685,2,"03/10/2020 11:42:01","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"10",1601718474142,2,"03/10/2020 11:47:54","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",7,"1",7,"Test","buttonB","continue_button",40423.9,NA,NA,"",NA,"BotoxPictureMapping",NA
"11",1601718477972,2,"03/10/2020 11:47:57","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",2,"1",1,"Screen 1","advancementZone","continue_button",40423.9,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"12",1601718580518,2,"03/10/2020 11:49:40","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",3,"1",1,"Text","advancementZone","continue_button",40423.9,NA,NA,"",NA,"BetonPictureMapping",NA
"13",1601718581835,2,"03/10/2020 11:49:41","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",3,"1",2,"JoL1","Four","response_button_text",40423.9,NA,NA,"2",1,"BetonPictureMapping",NA
"14",1601718582776,2,"03/10/2020 11:49:42","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",3,"1",3,"IntroPictureMapping","advancementZone","continue_keyboard",40423.9,NA,NA,"",NA,"BetonPictureMapping",NA
"15",1601718609889,2,"03/10/2020 11:50:09","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",3,"1",4,"PictureMapping","advancementZone","response_text_entry",40423.9,NA,NA,"5",NA,"BetonPictureMapping",NA
"16",1601718609891,2,"03/10/2020 11:50:09","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",3,"1",4,"PictureMapping","Zone1","continue_button",40423.9,NA,NA,"",NA,"BetonPictureMapping",NA
"17",1601718611708,2,"03/10/2020 11:50:11","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",3,"1",5,"JoL2","Four","response_button_text",40423.9,NA,NA,"2",1,"BetonPictureMapping",NA
"18",1601718616308,2,"03/10/2020 11:50:16","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",3,"1",6,"InstructieToets","advancementZone","continue_button",40423.9,NA,NA,"",NA,"BetonPictureMapping",NA
"19",1601718748199,2,"03/10/2020 11:52:28","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",3,"1",7,"Test","buttonA","response_text_area",40423.9,NA,NA,"jsdnfAVdU",NA,"BetonPictureMapping",NA
"2",1601718233969,2,"03/10/2020 11:43:53","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",7,"1",1,"Text","advancementZone","continue_button",40423.9,NA,NA,"",NA,"BotoxPictureMapping",NA
"20",1601718748201,2,"03/10/2020 11:52:28","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",3,"1",7,"Test","buttonB","continue_button",40423.9,NA,NA,"",NA,"BetonPictureMapping",NA
"21",1601718749814,2,"03/10/2020 11:52:29","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",4,"2",1,"Screen 1","advancementZone","continue_button",40423.9,NA,NA,"",NA,"ReadyForNextTextScreen",NA
"22",1601718884050,2,"03/10/2020 11:54:44","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",1,"1",1,"Text","advancementZone","continue_button",40423.9,NA,NA,"",NA,"MetroPictureMapping",NA
"23",1601718884925,2,"03/10/2020 11:54:44","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",1,"1",2,"JoL1","Four","response_button_text",40423.9,NA,NA,"2",1,"MetroPictureMapping",NA
"24",1601718885973,2,"03/10/2020 11:54:45","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",1,"1",3,"IntroPictureMapping","advancementZone","continue_keyboard",40423.9,NA,NA,"",NA,"MetroPictureMapping",NA
"25",1601718920371,2,"03/10/2020 11:55:20","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",1,"1",4,"PictureMapping","advancementZone","response_text_entry",40423.9,NA,NA,"3",NA,"MetroPictureMapping",NA
"26",1601718920373,2,"03/10/2020 11:55:20","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",1,"1",4,"PictureMapping","Zone1","continue_button",40423.9,NA,NA,"",NA,"MetroPictureMapping",NA
"27",1601718924850,2,"03/10/2020 11:55:24","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",1,"1",5,"JoL2","Four","response_button_text",40423.9,NA,NA,"2",1,"MetroPictureMapping",NA
"28",1601718927954,2,"03/10/2020 11:55:27","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",1,"1",6,"InstructieToets","advancementZone","continue_button",40423.9,NA,NA,"",NA,"MetroPictureMapping",NA
"29",1601719113364,2,"03/10/2020 11:58:33","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",1,"1",7,"Test","buttonA","response_text_area",40423.9,NA,NA,"PwZ",NA,"MetroPictureMapping",NA
"3",1601718241523,2,"03/10/2020 11:44:01","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",7,"1",2,"JoL1","Three","response_button_text",40423.9,NA,NA,"2",1,"BotoxPictureMapping",NA
"30",1601719113368,2,"03/10/2020 11:58:33","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",1,"1",7,"Test","buttonB","continue_button",40423.9,NA,NA,"",NA,"MetroPictureMapping",NA
"31",1601719114596,2,"03/10/2020 11:58:34","BLIND",6218947,NA,"complete",NA,"5f784135b1c1383c43376c63","computer","Desktop or Laptop","Mac OS 10.14.6","Safari 14.0","1440x900","1440x789","PictureMapping","PictureMapping","PictureMapping",6,"3",1,"Screen 1","advancementZone","continue_button",40423.9,NA,NA,"",NA,"ReadyForNextTextScreen",NA
