"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1604403989692,1,"03/11/2020 12:46:29","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","DiagramFeedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"10",1604404134274,1,"03/11/2020 12:48:54","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","DiagramFeedback","DiagramFeedback",1,"1",5,"JoL2","Four","response_button_text",48309.24,NA,NA,"4",1,"SportenDiagramFeedback",NA
"11",1604404136593,1,"03/11/2020 12:48:56","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","DiagramFeedback","DiagramFeedback",1,"1",6,"InstructieToets","advancementZone","continue_button",48309.24,NA,NA,"",NA,"SportenDiagramFeedback",NA
"12",1604404238884,1,"03/11/2020 12:50:38","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","DiagramFeedback","DiagramFeedback",1,"1",7,"Test","buttonA","response_text_area",48309.24,NA,NA,"SojEbXm",NA,"SportenDiagramFeedback",NA
"13",1604404238886,1,"03/11/2020 12:50:38","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","DiagramFeedback","DiagramFeedback",1,"1",7,"Test","buttonB","continue_button",48309.24,NA,NA,"",NA,"SportenDiagramFeedback",NA
"14",1604404240453,1,"03/11/2020 12:50:40","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","DiagramFeedback","DiagramFeedback",1,"1",8,"Klaar4Experiment","advancementZone","continue_button",48309.24,NA,NA,"",NA,"SportenDiagramFeedback",NA
"15",1604404292676,1,"03/11/2020 12:51:32","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",1,"Text","advancementZone","continue_button",48309.24,NA,NA,"",NA,"MuziekDiagramFeedback",NA
"16",1604404298044,1,"03/11/2020 12:51:38","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",2,"JoL1","Two","response_button_text",48309.24,NA,NA,"4",1,"MuziekDiagramFeedback",NA
"17",1604404364833,1,"03/11/2020 12:52:44","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",3,"Diagram","DiagBox1","response_text_area",48309.24,NA,NA,"SZp",NA,"MuziekDiagramFeedback",NA
"18",1604404364835,1,"03/11/2020 12:52:44","BLIND",1683571,NA,"complete",NA,"5fa141cd0caca41eed982b1e","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.111","1280x720","1280x578","DiagramFeedback","DiagramFeedback","DiagramFeedback",10,"1",3,"Diagram","DiagBox2","response_text_area",48309.24,NA,NA,"lvgB7p2F",NA,"MuziekDiagramFeedback",NA
