"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1615465026458,1,"11/03/2021 13:17:06","BLIND",1950622,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1615465050994,1,"11/03/2021 13:17:30","BLIND",1950622,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","GeldPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",26028.38,NA,NA,NA,NA,"GeldFeedback",NA
"3",1615465050998,1,"11/03/2021 13:17:30","BLIND",1950622,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","",NA,"END TASK",NA,"","","",24540,NA,NA,NA,NA,"",NA
"1",1615549004779,1,"12/03/2021 12:36:44","BLIND",3966443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1615549033743,1,"12/03/2021 12:37:13","BLIND",3966443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","GeldPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",26028.38,NA,NA,NA,NA,"GeldFeedback",NA
"3",1615549033752,1,"12/03/2021 12:37:13","BLIND",3966443,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","",NA,"END TASK",NA,"","","",28973,NA,NA,NA,NA,"",NA
"1",1615386936363,1,"10/03/2021 15:35:36","BLIND",6693747,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1615386961265,1,"10/03/2021 15:36:01","BLIND",6693747,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","GeldPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",26028.38,NA,NA,NA,NA,"GeldFeedback",NA
"3",1615386961269,1,"10/03/2021 15:36:01","BLIND",6693747,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","",NA,"END TASK",NA,"","","",24906,NA,NA,NA,NA,"",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",26028.38,NA,NA,NA,NA,"",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA
