"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1616756996645,1,"26/03/2021 12:09:56","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"","","",NA
"10",1616757114356,1,"26/03/2021 12:11:54","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","",NA,"END TASK",NA,"","","",117711,NA,NA,"","","",NA
"2",1616757048139,1,"26/03/2021 12:10:48","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",1,"1",1,"Text","advancementZone","continue_button",133440.205,NA,NA,"","","SuezText",NA
"3",1616757051698,1,"26/03/2021 12:10:51","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",2,"1",1,"JoL1","Three","response_button_text",133440.205,NA,NA,"1","1","SuezJoL1",NA
"4",1616757114345,1,"26/03/2021 12:11:54","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox2","response_text_area",133440.205,NA,NA,"3tCHrdK7k","","SuezDiagram",NA
"5",1616757114348,1,"26/03/2021 12:11:54","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox3","response_text_area",133440.205,NA,NA,"bQ","","SuezDiagram",NA
"6",1616757114348,1,"26/03/2021 12:11:54","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox4","response_text_area",133440.205,NA,NA,"?","","SuezDiagram",NA
"7",1616757114348,1,"26/03/2021 12:11:54","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox1","response_text_area",133440.205,NA,NA,"t3dEov","","SuezDiagram",NA
"8",1616757114348,1,"26/03/2021 12:11:54","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",3,"1",1,"Diagram","Zone1","continue_button",133440.205,NA,NA,"","","SuezDiagram",NA
"9",1616757114349,1,"26/03/2021 12:11:54","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","",NA,"",NA,"","","",133440.205,NA,NA,"","De weg van de Indische naar de Atlantische Oceaan was heel lang,Er werd bedacht dat er een kortere vaarroute nodig was,het Suezkaneel werd gegraven,?","",NA
"1",1615817510551,1,"15/03/2021 15:11:50","BLIND",4151159,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"","","",NA
"10",1615817708639,1,"15/03/2021 15:15:08","BLIND",4151159,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","",NA,"END TASK",NA,"","","",198088,NA,NA,"","","",NA
"2",1615817589967,1,"15/03/2021 15:13:09","BLIND",4151159,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",1,"1",1,"Text","advancementZone","continue_button",133440.205,NA,NA,"","","SuezText",NA
"3",1615817592213,1,"15/03/2021 15:13:12","BLIND",4151159,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",2,"1",1,"JoL1","Three","response_button_text",133440.205,NA,NA,"1","1","SuezJoL1",NA
"4",1615817708632,1,"15/03/2021 15:15:08","BLIND",4151159,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox2","response_text_area",133440.205,NA,NA,"toKc5s85xh","","SuezDiagram",NA
