"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1617195358496,2,"31/03/2021 14:55:58","BLIND",1289491,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart1_Text-Diagram","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"","","",NA
"10",1617195503187,2,"31/03/2021 14:58:23","BLIND",1289491,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart1_Text-Diagram","",NA,"END TASK",NA,"","","",144691,NA,NA,"","","",NA
"2",1617195448278,2,"31/03/2021 14:57:28","BLIND",1289491,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart1_Text-Diagram","MuziekPart1_Text-Diagram",1,"1",1,"Text","advancementZone","continue_button",38720.93,NA,NA,"","","MuziekText",NA
"3",1617195449429,2,"31/03/2021 14:57:29","BLIND",1289491,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart1_Text-Diagram","MuziekPart1_Text-Diagram",2,"1",1,"JoL1","Two","response_button_text",38720.93,NA,NA,"3","1","MuziekJoL1",NA
"4",1617195503178,2,"31/03/2021 14:58:23","BLIND",1289491,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart1_Text-Diagram","MuziekPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox1","response_text_area",38720.93,NA,NA,"HzNKCL","","MuziekDiagram",NA
"5",1617195503181,2,"31/03/2021 14:58:23","BLIND",1289491,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart1_Text-Diagram","MuziekPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox2","response_text_area",38720.93,NA,NA,"fD","","MuziekDiagram",NA
"6",1617195503181,2,"31/03/2021 14:58:23","BLIND",1289491,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart1_Text-Diagram","MuziekPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox3","response_text_area",38720.93,NA,NA,"ymaXf0","","MuziekDiagram",NA
"7",1617195503181,2,"31/03/2021 14:58:23","BLIND",1289491,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart1_Text-Diagram","MuziekPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox4","response_text_area",38720.93,NA,NA,"H61BX5HoKI","","MuziekDiagram",NA
"8",1617195503181,2,"31/03/2021 14:58:23","BLIND",1289491,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart1_Text-Diagram","MuziekPart1_Text-Diagram",3,"1",1,"Diagram","Zone1","continue_button",38720.93,NA,NA,"","","MuziekDiagram",NA
"9",1617195503182,2,"31/03/2021 14:58:23","BLIND",1289491,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart1_Text-Diagram","",NA,"",NA,"","","",38720.93,NA,NA,"","Hiervoor gebruik je veel verschillende hersengebieden, wat veel voordelen heeft,Hoger IQ,Meer ruimtelijk inzicht voor het oplossen van bijvoorbeeld wiskunde taken,Beter geheugen","",NA
