"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1616170591105,1,"19/03/2021 17:16:31","BLIND",4717795,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"","","",NA
"10",1616170749952,1,"19/03/2021 17:19:09","BLIND",4717795,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","",NA,"END TASK",NA,"","","",158847,NA,NA,"","","",NA
"2",1616170672882,1,"19/03/2021 17:17:52","BLIND",4717795,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",1,"1",1,"Text","advancementZone","continue_button",130869.656190476,NA,NA,"","","GeldText",NA
"3",1616170675241,1,"19/03/2021 17:17:55","BLIND",4717795,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",2,"1",1,"JoL1","Two","response_button_text",130869.656190476,NA,NA,"1","1","GeldJoL1",NA
"4",1616170749936,1,"19/03/2021 17:19:09","BLIND",4717795,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox2","response_text_area",130869.656190476,NA,NA,"IJqbM","","GeldDiagram",NA
"5",1616170749938,1,"19/03/2021 17:19:09","BLIND",4717795,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox3","response_text_area",130869.656190476,NA,NA,"2J7","","GeldDiagram",NA
"6",1616170749939,1,"19/03/2021 17:19:09","BLIND",4717795,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox4","response_text_area",130869.656190476,NA,NA,"F4UNnb","","GeldDiagram",NA
"7",1616170749939,1,"19/03/2021 17:19:09","BLIND",4717795,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox1","response_text_area",130869.656190476,NA,NA,"owpmjGJFLH","","GeldDiagram",NA
"8",1616170749939,1,"19/03/2021 17:19:09","BLIND",4717795,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","Zone1","continue_button",130869.656190476,NA,NA,"","","GeldDiagram",NA
"9",1616170749941,1,"19/03/2021 17:19:09","BLIND",4717795,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","",NA,"",NA,"","","",130869.656190476,NA,NA,"","geluk vind je eerder in wel bevinden en familie dan in economische welvaart,mensen ervaren vaak korte moment van geluk of ongeluk,mensen raken snel gewend aan wat ze hebben en willen dan steeds meer,zo raken loterijwinnaars snel gewend aan hun geld, maar zijn ze daar niet tevreden mee","",NA
"1",1615821859809,1,"15/03/2021 16:24:19","BLIND",6570722,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"","","",NA
"10",1615822014156,1,"15/03/2021 16:26:54","BLIND",6570722,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","",NA,"END TASK",NA,"","","",154347,NA,NA,"","","",NA
"2",1615821931222,1,"15/03/2021 16:25:31","BLIND",6570722,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",1,"1",1,"Text","advancementZone","continue_button",130869.656190476,NA,NA,"","","GeldText",NA
"3",1615821932092,1,"15/03/2021 16:25:32","BLIND",6570722,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",2,"1",1,"JoL1","Two","response_button_text",130869.656190476,NA,NA,"1","1","GeldJoL1",NA
"4",1615822014146,1,"15/03/2021 16:26:54","BLIND",6570722,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox2","response_text_area",130869.656190476,NA,NA,"R8SZ2BioLm","","GeldDiagram",NA
"5",1615822014148,1,"15/03/2021 16:26:54","BLIND",6570722,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox3","response_text_area",130869.656190476,NA,NA,"0bg","","GeldDiagram",NA
"6",1615822014148,1,"15/03/2021 16:26:54","BLIND",6570722,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox4","response_text_area",130869.656190476,NA,NA,"wjxmV5f","","GeldDiagram",NA
"7",1615822014148,1,"15/03/2021 16:26:54","BLIND",6570722,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox1","response_text_area",130869.656190476,NA,NA,"xLG7w","","GeldDiagram",NA
"8",1615822014149,1,"15/03/2021 16:26:54","BLIND",6570722,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","Zone1","continue_button",130869.656190476,NA,NA,"","","GeldDiagram",NA
"9",1615822014150,1,"15/03/2021 16:26:54","BLIND",6570722,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","",NA,"",NA,"","","",130869.656190476,NA,NA,"","geld maakt niet gelukkig,mensen kunnen zich namelijk maar kort op mogelijke gevaren focussen,luxe went al snel,mensen gaan weer terug naar de noodzakelijke behoeften","",NA
"1",1616159869714,1,"19/03/2021 14:17:49","BLIND",7364053,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"","","",NA
"10",1616159947800,1,"19/03/2021 14:19:07","BLIND",7364053,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","",NA,"END TASK",NA,"","","",78086,NA,NA,"","","",NA
"2",1616159914538,1,"19/03/2021 14:18:34","BLIND",7364053,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",1,"1",1,"Text","advancementZone","continue_button",130869.656190476,NA,NA,"","","GeldText",NA
"3",1616159917704,1,"19/03/2021 14:18:37","BLIND",7364053,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",2,"1",1,"JoL1","One","response_button_text",130869.656190476,NA,NA,"1","1","GeldJoL1",NA
"4",1616159947796,1,"19/03/2021 14:19:07","BLIND",7364053,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox2","response_text_area",130869.656190476,NA,NA,"g8nPE7D7Q","","GeldDiagram",NA
"5",1616159947798,1,"19/03/2021 14:19:07","BLIND",7364053,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox3","response_text_area",130869.656190476,NA,NA,"?","","GeldDiagram",NA
"6",1616159947798,1,"19/03/2021 14:19:07","BLIND",7364053,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox4","response_text_area",130869.656190476,NA,NA,"JwIVeC2sc","","GeldDiagram",NA
"7",1616159947798,1,"19/03/2021 14:19:07","BLIND",7364053,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox1","response_text_area",130869.656190476,NA,NA,"qQTElLwmc4","","GeldDiagram",NA
"8",1616159947798,1,"19/03/2021 14:19:07","BLIND",7364053,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","Zone1","continue_button",130869.656190476,NA,NA,"","","GeldDiagram",NA
