"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1615464799982,1,"11/03/2021 13:13:19","BLIND",2693445,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1615464805871,1,"11/03/2021 13:13:25","BLIND",2693445,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",111573.975,NA,NA,"",NA,"MetroTest",NA
"3",1615464854930,1,"11/03/2021 13:14:14","BLIND",2693445,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",2,"Test","buttonA","response_text_area",111573.975,NA,NA,"PPSiMXs",NA,"MetroTest",NA
"4",1615464854931,1,"11/03/2021 13:14:14","BLIND",2693445,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",2,"Test","buttonB","continue_button",111573.975,NA,NA,"",NA,"MetroTest",NA
"5",1615464854933,1,"11/03/2021 13:14:14","BLIND",2693445,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","",NA,"END TASK",NA,"","","",54951,NA,NA,"",NA,"",NA
"1",1615547686330,1,"12/03/2021 12:14:46","BLIND",9344726,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1615547688316,1,"12/03/2021 12:14:48","BLIND",9344726,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",111573.975,NA,NA,"",NA,"MetroTest",NA
"3",1615547799902,1,"12/03/2021 12:16:39","BLIND",9344726,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",2,"Test","buttonA","response_text_area",111573.975,NA,NA,"IfjKm9",NA,"MetroTest",NA
"4",1615547799904,1,"12/03/2021 12:16:39","BLIND",9344726,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",2,"Test","buttonB","continue_button",111573.975,NA,NA,"",NA,"MetroTest",NA
"5",1615547799910,1,"12/03/2021 12:16:39","BLIND",9344726,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","",NA,"END TASK",NA,"","","",113580,NA,NA,"",NA,"",NA
"1",1615386322884,1,"10/03/2021 15:25:22","BLIND",9588918,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1615386324104,1,"10/03/2021 15:25:24","BLIND",9588918,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",111573.975,NA,NA,"",NA,"MetroTest",NA
"3",1615386402612,1,"10/03/2021 15:26:42","BLIND",9588918,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",2,"Test","buttonA","response_text_area",111573.975,NA,NA,"ML5R3C",NA,"MetroTest",NA
"4",1615386402614,1,"10/03/2021 15:26:42","BLIND",9588918,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",2,"Test","buttonB","continue_button",111573.975,NA,NA,"",NA,"MetroTest",NA
"5",1615386402620,1,"10/03/2021 15:26:42","BLIND",9588918,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","",NA,"END TASK",NA,"","","",79736,NA,NA,"",NA,"",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",111573.975,NA,NA,"",NA,"",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,NA,NA,"",NA,"",NA
