"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1615555893263,1,"12/03/2021 14:31:33","BLIND",4352385,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"","","",NA
"10",1615556094619,1,"12/03/2021 14:34:54","BLIND",4352385,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","",NA,"END TASK",NA,"","","",201356,NA,NA,"","","",NA
"2",1615555998466,1,"12/03/2021 14:33:18","BLIND",4352385,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",1,"1",1,"Text","advancementZone","continue_button",59680.6128571429,NA,NA,"","","GeldText",NA
"3",1615556004944,1,"12/03/2021 14:33:24","BLIND",4352385,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",2,"1",1,"JoL1","Three","response_button_text",59680.6128571429,NA,NA,"2","1","GeldJoL1",NA
"4",1615556094610,1,"12/03/2021 14:34:54","BLIND",4352385,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox2","response_text_area",59680.6128571429,NA,NA,"4TdCAZNS8","","GeldDiagram",NA
"5",1615556094612,1,"12/03/2021 14:34:54","BLIND",4352385,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox3","response_text_area",59680.6128571429,NA,NA,"potFSRq","","GeldDiagram",NA
"6",1615556094612,1,"12/03/2021 14:34:54","BLIND",4352385,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox4","response_text_area",59680.6128571429,NA,NA,"3sLMNdfV","","GeldDiagram",NA
"7",1615556094612,1,"12/03/2021 14:34:54","BLIND",4352385,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox1","response_text_area",59680.6128571429,NA,NA,"vGMW","","GeldDiagram",NA
"8",1615556094612,1,"12/03/2021 14:34:54","BLIND",4352385,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","GeldPart1_Text-Diagram",3,"1",1,"Diagram","Zone1","continue_button",59680.6128571429,NA,NA,"","","GeldDiagram",NA
"9",1615556094613,1,"12/03/2021 14:34:54","BLIND",4352385,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart1_Text-Diagram","",NA,"",NA,"","","",59680.6128571429,NA,NA,"","Mensen winnen de loterij,Krijgen een kort gevoel van geluk en rijkdom,maar door de natuur raakt een mens snel gewend aan het gevoel,Het gevoel van rijkdom en geluk is na een tijd weg","",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",59680.6128571429,NA,NA,"","","",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,NA,NA,"","","",NA
