"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1617195779138,2,"31/03/2021 15:02:59","BLIND",1403619,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1617195780842,2,"31/03/2021 15:03:00","BLIND",1403619,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",37103.4,NA,NA,"",NA,"GeldTest",NA
"3",1617195847548,2,"31/03/2021 15:04:07","BLIND",1403619,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",2,"Test","buttonA","response_text_area",37103.4,NA,NA,"anZHg",NA,"GeldTest",NA
"4",1617195847549,2,"31/03/2021 15:04:07","BLIND",1403619,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",2,"Test","buttonB","continue_button",37103.4,NA,NA,"",NA,"GeldTest",NA
"5",1617195847551,2,"31/03/2021 15:04:07","BLIND",1403619,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","",NA,"END TASK",NA,"","","",68413,NA,NA,"",NA,"",NA
"1",1617006306621,2,"29/03/2021 10:25:06","BLIND",2523774,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1617006308444,2,"29/03/2021 10:25:08","BLIND",2523774,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",37103.4,NA,NA,"",NA,"GeldTest",NA
"3",1617006368149,2,"29/03/2021 10:26:08","BLIND",2523774,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",2,"Test","buttonA","response_text_area",37103.4,NA,NA,"K6z",NA,"GeldTest",NA
"4",1617006368151,2,"29/03/2021 10:26:08","BLIND",2523774,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",2,"Test","buttonB","continue_button",37103.4,NA,NA,"",NA,"GeldTest",NA
"5",1617006368157,2,"29/03/2021 10:26:08","BLIND",2523774,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","",NA,"END TASK",NA,"","","",61536,NA,NA,"",NA,"",NA
"1",1617287313790,2,"01/04/2021 16:28:33","BLIND",2900853,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1617287315672,2,"01/04/2021 16:28:35","BLIND",2900853,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",37103.4,NA,NA,"",NA,"GeldTest",NA
"3",1617287385097,2,"01/04/2021 16:29:45","BLIND",2900853,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",2,"Test","buttonA","response_text_area",37103.4,NA,NA,"H3HFRsV6",NA,"GeldTest",NA
"4",1617287385099,2,"01/04/2021 16:29:45","BLIND",2900853,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",2,"Test","buttonB","continue_button",37103.4,NA,NA,"",NA,"GeldTest",NA
"5",1617287385104,2,"01/04/2021 16:29:45","BLIND",2900853,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","",NA,"END TASK",NA,"","","",71314,NA,NA,"",NA,"",NA
"1",1617092058483,2,"30/03/2021 10:14:18","BLIND",2903401,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1617092063356,2,"30/03/2021 10:14:23","BLIND",2903401,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",37103.4,NA,NA,"",NA,"GeldTest",NA
"3",1617092108162,2,"30/03/2021 10:15:08","BLIND",2903401,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",2,"Test","buttonA","response_text_area",37103.4,NA,NA,"oTx4KCg",NA,"GeldTest",NA
"4",1617092108163,2,"30/03/2021 10:15:08","BLIND",2903401,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",2,"Test","buttonB","continue_button",37103.4,NA,NA,"",NA,"GeldTest",NA
"5",1617092108165,2,"30/03/2021 10:15:08","BLIND",2903401,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","",NA,"END TASK",NA,"","","",49682,NA,NA,"",NA,"",NA
"1",1617120071543,2,"30/03/2021 18:01:11","BLIND",3949609,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1617120073357,2,"30/03/2021 18:01:13","BLIND",3949609,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",37103.4,NA,NA,"",NA,"GeldTest",NA
"3",1617120160336,2,"30/03/2021 18:02:40","BLIND",3949609,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",2,"Test","buttonA","response_text_area",37103.4,NA,NA,"aEpeY7",NA,"GeldTest",NA
"4",1617120160338,2,"30/03/2021 18:02:40","BLIND",3949609,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",2,"Test","buttonB","continue_button",37103.4,NA,NA,"",NA,"GeldTest",NA
"5",1617120160346,2,"30/03/2021 18:02:40","BLIND",3949609,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","",NA,"END TASK",NA,"","","",88803,NA,NA,"",NA,"",NA
"1",1617199430216,2,"31/03/2021 16:03:50","BLIND",4959587,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1617199431629,2,"31/03/2021 16:03:51","BLIND",4959587,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",37103.4,NA,NA,"",NA,"GeldTest",NA
"3",1617199484279,2,"31/03/2021 16:04:44","BLIND",4959587,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",2,"Test","buttonA","response_text_area",37103.4,NA,NA,"bs",NA,"GeldTest",NA
"4",1617199484280,2,"31/03/2021 16:04:44","BLIND",4959587,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart4_Test","GeldPart4_Test",1,"1",2,"Test","buttonB","continue_button",37103.4,NA,NA,"",NA,"GeldTest",NA
