"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1615386761724,1,"10/03/2021 15:32:41","BLIND",6677320,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1615386763248,1,"10/03/2021 15:32:43","BLIND",6677320,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","BotoxPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",NA,NA,NA,"",NA,"BotoxTest",NA
"3",1615386833554,1,"10/03/2021 15:33:53","BLIND",6677320,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","BotoxPart4_Test",1,"1",2,"Test","buttonA","response_text_area",NA,NA,NA,"tdH72VGT2",NA,"BotoxTest",NA
"4",1615386833555,1,"10/03/2021 15:33:53","BLIND",6677320,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","BotoxPart4_Test",1,"1",2,"Test","buttonB","continue_button",NA,NA,NA,"",NA,"BotoxTest",NA
"5",1615386833562,1,"10/03/2021 15:33:53","BLIND",6677320,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","",NA,"END TASK",NA,"","","",71838,NA,NA,"",NA,"",NA
"1",1615548136871,1,"12/03/2021 12:22:16","BLIND",8497253,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1615548138754,1,"12/03/2021 12:22:18","BLIND",8497253,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","BotoxPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",NA,NA,NA,"",NA,"BotoxTest",NA
"3",1615548255628,1,"12/03/2021 12:24:15","BLIND",8497253,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","BotoxPart4_Test",1,"1",2,"Test","buttonA","response_text_area",NA,NA,NA,"ebJ",NA,"BotoxTest",NA
"4",1615548255630,1,"12/03/2021 12:24:15","BLIND",8497253,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","BotoxPart4_Test",1,"1",2,"Test","buttonB","continue_button",NA,NA,NA,"",NA,"BotoxTest",NA
"5",1615548255633,1,"12/03/2021 12:24:15","BLIND",8497253,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","",NA,"END TASK",NA,"","","",118762,NA,NA,"",NA,"",NA
"1",1615466003291,1,"11/03/2021 13:33:23","BLIND",9856676,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1615466004389,1,"11/03/2021 13:33:24","BLIND",9856676,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","BotoxPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",NA,NA,NA,"",NA,"BotoxTest",NA
"3",1615466066347,1,"11/03/2021 13:34:26","BLIND",9856676,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","BotoxPart4_Test",1,"1",2,"Test","buttonA","response_text_area",NA,NA,NA,"rSg",NA,"BotoxTest",NA
"4",1615466066348,1,"11/03/2021 13:34:26","BLIND",9856676,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","BotoxPart4_Test",1,"1",2,"Test","buttonB","continue_button",NA,NA,NA,"",NA,"BotoxTest",NA
"5",1615466066350,1,"11/03/2021 13:34:26","BLIND",9856676,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Botox","BotoxPart4_Test","",NA,"END TASK",NA,"","","",63059,NA,NA,"",NA,"",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,NA,NA,"",NA,"",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,NA,NA,"",NA,"",NA
