"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1617020019914,2,"29/03/2021 14:13:39","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1617020021244,2,"29/03/2021 14:13:41","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",2556.319,NA,NA,"",NA,"MetroTest",NA
"3",1617020083940,2,"29/03/2021 14:14:43","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",2,"Test","buttonA","response_text_area",2556.319,NA,NA,"tzvT8yN",NA,"MetroTest",NA
"4",1617020083942,2,"29/03/2021 14:14:43","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",2,"Test","buttonB","continue_button",2556.319,NA,NA,"",NA,"MetroTest",NA
"5",1617020083945,2,"29/03/2021 14:14:43","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","",NA,"END TASK",NA,"","","",64031,NA,NA,"",NA,"",NA
"1",1617270683292,2,"01/04/2021 11:51:23","BLIND",2347889,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1617270686964,2,"01/04/2021 11:51:26","BLIND",2347889,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",2556.319,NA,NA,"",NA,"MetroTest",NA
"3",1617270783669,2,"01/04/2021 11:53:03","BLIND",2347889,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",2,"Test","buttonA","response_text_area",2556.319,NA,NA,"ldk5dBctU",NA,"MetroTest",NA
"4",1617270783671,2,"01/04/2021 11:53:03","BLIND",2347889,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",2,"Test","buttonB","continue_button",2556.319,NA,NA,"",NA,"MetroTest",NA
"5",1617270783674,2,"01/04/2021 11:53:03","BLIND",2347889,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","",NA,"END TASK",NA,"","","",100382,NA,NA,"",NA,"",NA
"1",1617005759563,2,"29/03/2021 10:15:59","BLIND",5127730,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1617005761319,2,"29/03/2021 10:16:01","BLIND",5127730,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",2556.319,NA,NA,"",NA,"MetroTest",NA
"3",1617005814672,2,"29/03/2021 10:16:54","BLIND",5127730,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",2,"Test","buttonA","response_text_area",2556.319,NA,NA,"XwbbE",NA,"MetroTest",NA
"4",1617005814674,2,"29/03/2021 10:16:54","BLIND",5127730,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",2,"Test","buttonB","continue_button",2556.319,NA,NA,"",NA,"MetroTest",NA
"5",1617005814683,2,"29/03/2021 10:16:54","BLIND",5127730,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","",NA,"END TASK",NA,"","","",55120,NA,NA,"",NA,"",NA
"1",1617265234387,2,"01/04/2021 10:20:34","BLIND",6528366,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1617265237045,2,"01/04/2021 10:20:37","BLIND",6528366,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",2556.319,NA,NA,"",NA,"MetroTest",NA
"3",1617265300228,2,"01/04/2021 10:21:40","BLIND",6528366,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",2,"Test","buttonA","response_text_area",2556.319,NA,NA,"JJm",NA,"MetroTest",NA
"4",1617265300251,2,"01/04/2021 10:21:40","BLIND",6528366,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart4_Test","MetroPart4_Test",1,"1",2,"Test","buttonB","continue_button",2556.319,NA,NA,"",NA,"MetroTest",NA
