"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1617281108958,2,"01/04/2021 14:45:08","BLIND",1007411,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1617281111950,2,"01/04/2021 14:45:11","BLIND",1007411,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Three","response_button_text",24545.99,NA,NA,3,1,"JoL2",NA
"3",1617281111954,2,"01/04/2021 14:45:11","BLIND",1007411,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","Part3_JoL2","",NA,"END TASK",NA,"","","",2996,NA,NA,NA,NA,"",NA
"1",1617199106687,2,"31/03/2021 15:58:26","BLIND",1079035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1617199108297,2,"31/03/2021 15:58:28","BLIND",1079035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Three","response_button_text",24545.99,NA,NA,3,1,"JoL2",NA
"3",1617199108300,2,"31/03/2021 15:58:28","BLIND",1079035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","Part3_JoL2","",NA,"END TASK",NA,"","","",1613,NA,NA,NA,NA,"",NA
"1",1617006592071,2,"29/03/2021 10:29:52","BLIND",1927223,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1617006592898,2,"29/03/2021 10:29:52","BLIND",1927223,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Three","response_button_text",24545.99,NA,NA,3,1,"JoL2",NA
"3",1617006592901,2,"29/03/2021 10:29:52","BLIND",1927223,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","Part3_JoL2","",NA,"END TASK",NA,"","","",831,NA,NA,NA,NA,"",NA
"1",1617119420159,2,"30/03/2021 17:50:20","BLIND",2208511,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1617119422432,2,"30/03/2021 17:50:22","BLIND",2208511,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Two","response_button_text",24545.99,NA,NA,3,1,"JoL2",NA
