"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1617195747345,2,"31/03/2021 15:02:27","BLIND",1403619,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1617195774909,2,"31/03/2021 15:02:54","BLIND",1403619,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","GeldPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",34768.82,NA,NA,NA,NA,"GeldFeedback",NA
"3",1617195774917,2,"31/03/2021 15:02:54","BLIND",1403619,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","",NA,"END TASK",NA,"","","",27572,NA,NA,NA,NA,"",NA
"1",1617006262921,2,"29/03/2021 10:24:22","BLIND",2523774,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1617006291109,2,"29/03/2021 10:24:51","BLIND",2523774,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","GeldPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",34768.82,NA,NA,NA,NA,"GeldFeedback",NA
"3",1617006291114,2,"29/03/2021 10:24:51","BLIND",2523774,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","",NA,"END TASK",NA,"","","",28193,NA,NA,NA,NA,"",NA
"1",1617287235507,2,"01/04/2021 16:27:15","BLIND",2900853,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1617287308594,2,"01/04/2021 16:28:28","BLIND",2900853,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","GeldPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",34768.82,NA,NA,NA,NA,"GeldFeedback",NA
"3",1617287308601,2,"01/04/2021 16:28:28","BLIND",2900853,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","",NA,"END TASK",NA,"","","",73094,NA,NA,NA,NA,"",NA
"1",1617092030484,2,"30/03/2021 10:13:50","BLIND",2903401,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Geld","GeldPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
