"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1616757143511,1,"26/03/2021 12:12:23","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1616757145179,1,"26/03/2021 12:12:25","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","SuezPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",29784.278,NA,NA,"",NA,"SuezTest",NA
"3",1616757230854,1,"26/03/2021 12:13:50","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","SuezPart4_Test",1,"1",2,"Test","buttonA","response_text_area",29784.278,NA,NA,"bs5xKbj2m",NA,"SuezTest",NA
"4",1616757230855,1,"26/03/2021 12:13:50","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","SuezPart4_Test",1,"1",2,"Test","buttonB","continue_button",29784.278,NA,NA,"",NA,"SuezTest",NA
"5",1616757230861,1,"26/03/2021 12:13:50","BLIND",2179979,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","",NA,"END TASK",NA,"","","",87350,NA,NA,"",NA,"",NA
"1",1615817747557,1,"15/03/2021 15:15:47","BLIND",4151159,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1615817749116,1,"15/03/2021 15:15:49","BLIND",4151159,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","SuezPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",29784.278,NA,NA,"",NA,"SuezTest",NA
"3",1615817834566,1,"15/03/2021 15:17:14","BLIND",4151159,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","SuezPart4_Test",1,"1",2,"Test","buttonA","response_text_area",29784.278,NA,NA,"oUdMnLUWK",NA,"SuezTest",NA
"4",1615817834568,1,"15/03/2021 15:17:14","BLIND",4151159,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","SuezPart4_Test",1,"1",2,"Test","buttonB","continue_button",29784.278,NA,NA,"",NA,"SuezTest",NA
"5",1615817834574,1,"15/03/2021 15:17:14","BLIND",4151159,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","",NA,"END TASK",NA,"","","",87017,NA,NA,"",NA,"",NA
