"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1615465603377,1,"11/03/2021 13:26:43","BLIND",4174061,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"","","",NA
"10",1615465754324,1,"11/03/2021 13:29:14","BLIND",4174061,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","",NA,"END TASK",NA,"","","",150947,NA,NA,"","","",NA
"2",1615465662253,1,"11/03/2021 13:27:42","BLIND",4174061,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",1,"1",1,"Text","advancementZone","continue_button",58411.16,NA,NA,"","","BetonText",NA
"3",1615465664641,1,"11/03/2021 13:27:44","BLIND",4174061,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",2,"1",1,"JoL1","Two","response_button_text",58411.16,NA,NA,"3","1","BetonJoL1",NA
"4",1615465754314,1,"11/03/2021 13:29:14","BLIND",4174061,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox2","response_text_area",58411.16,NA,NA,"qhxNHtVo4","","BetonDiagram",NA
"5",1615465754316,1,"11/03/2021 13:29:14","BLIND",4174061,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox3","response_text_area",58411.16,NA,NA,"vo3762xgrD","","BetonDiagram",NA
"6",1615465754316,1,"11/03/2021 13:29:14","BLIND",4174061,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox4","response_text_area",58411.16,NA,NA,"1r","","BetonDiagram",NA
"7",1615465754316,1,"11/03/2021 13:29:14","BLIND",4174061,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox1","response_text_area",58411.16,NA,NA,"7UxSRjt","","BetonDiagram",NA
"8",1615465754316,1,"11/03/2021 13:29:14","BLIND",4174061,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","Zone1","continue_button",58411.16,NA,NA,"","","BetonDiagram",NA
"9",1615465754317,1,"11/03/2021 13:29:14","BLIND",4174061,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","",NA,"",NA,"","","",58411.16,NA,NA,"","Beton kreeg in 1960 een KOMO-certificaat wat betekent dat een geldig bouwmateriaal is voor gebouwen,Veel grote gebouwen worden met beton gebouwd,Een centrale verwarming zorgt ervoor dat het Beton uitdroogt en krimpt,Omdat het gebouw krimpt, komen liften vast te zitten in de liftruimtes ","",NA
"1",1615387047341,1,"10/03/2021 15:37:27","BLIND",7597965,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"","","",NA
"10",1615387181193,1,"10/03/2021 15:39:41","BLIND",7597965,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","",NA,"END TASK",NA,"","","",133852,NA,NA,"","","",NA
"2",1615387089816,1,"10/03/2021 15:38:09","BLIND",7597965,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",1,"1",1,"Text","advancementZone","continue_button",58411.16,NA,NA,"","","BetonText",NA
"3",1615387092454,1,"10/03/2021 15:38:12","BLIND",7597965,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",2,"1",1,"JoL1","One","response_button_text",58411.16,NA,NA,"3","1","BetonJoL1",NA
"4",1615387181177,1,"10/03/2021 15:39:41","BLIND",7597965,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox2","response_text_area",58411.16,NA,NA,"aq","","BetonDiagram",NA
"5",1615387181181,1,"10/03/2021 15:39:41","BLIND",7597965,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox3","response_text_area",58411.16,NA,NA,"Pz","","BetonDiagram",NA
"6",1615387181182,1,"10/03/2021 15:39:41","BLIND",7597965,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox4","response_text_area",58411.16,NA,NA,"zaAuFSeD","","BetonDiagram",NA
"7",1615387181182,1,"10/03/2021 15:39:41","BLIND",7597965,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox1","response_text_area",58411.16,NA,NA,"s3tXY","","BetonDiagram",NA
"8",1615387181182,1,"10/03/2021 15:39:41","BLIND",7597965,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","Zone1","continue_button",58411.16,NA,NA,"","","BetonDiagram",NA
"9",1615387181183,1,"10/03/2021 15:39:41","BLIND",7597965,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","",NA,"",NA,"","","",58411.16,NA,NA,"","gebouw wordt gemaakt van beton,niet nagedacht over centrale verwarming,door de centrale verwarming krimpt het beton,de lift past niet meer in het gebouw","",NA
"1",1615548558632,1,"12/03/2021 12:29:18","BLIND",7911244,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"","","",NA
"10",1615548722460,1,"12/03/2021 12:32:02","BLIND",7911244,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","",NA,"END TASK",NA,"","","",163828,NA,NA,"","","",NA
"2",1615548624713,1,"12/03/2021 12:30:24","BLIND",7911244,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",1,"1",1,"Text","advancementZone","continue_button",58411.16,NA,NA,"","","BetonText",NA
"3",1615548626791,1,"12/03/2021 12:30:26","BLIND",7911244,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",2,"1",1,"JoL1","Three","response_button_text",58411.16,NA,NA,"3","1","BetonJoL1",NA
"4",1615548722445,1,"12/03/2021 12:32:02","BLIND",7911244,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox2","response_text_area",58411.16,NA,NA,"mtxGA","","BetonDiagram",NA
"5",1615548722447,1,"12/03/2021 12:32:02","BLIND",7911244,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox3","response_text_area",58411.16,NA,NA,"ba7xO","","BetonDiagram",NA
"6",1615548722447,1,"12/03/2021 12:32:02","BLIND",7911244,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox4","response_text_area",58411.16,NA,NA,"6n","","BetonDiagram",NA
"7",1615548722447,1,"12/03/2021 12:32:02","BLIND",7911244,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox1","response_text_area",58411.16,NA,NA,"P8","","BetonDiagram",NA
"8",1615548722447,1,"12/03/2021 12:32:02","BLIND",7911244,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","Zone1","continue_button",58411.16,NA,NA,"","","BetonDiagram",NA
"9",1615548722448,1,"12/03/2021 12:32:02","BLIND",7911244,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","",NA,"",NA,"","","",58411.16,NA,NA,"","In betonnen gebouwen zit centrale verwarming.,Als beton warm wordt, dan droogt het uit.,Hierdoor ontstaat betonkrimp en gebouwen worden kleiner.,Door de betonkrimp kunnen liften vast komen te zitten.","",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",58411.16,NA,NA,"","","",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,NA,NA,"","","",NA
