"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1615555595034,1,"12/03/2021 14:26:35","BLIND",9136315,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"","","",NA
"10",1615555782034,1,"12/03/2021 14:29:42","BLIND",9136315,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","",NA,"END TASK",NA,"","","",187000,NA,NA,"","","",NA
"2",1615555657723,1,"12/03/2021 14:27:37","BLIND",9136315,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",1,"1",1,"Text","advancementZone","continue_button",121717.515,NA,NA,"","","SuezText",NA
"3",1615555660267,1,"12/03/2021 14:27:40","BLIND",9136315,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",2,"1",1,"JoL1","Two","response_button_text",121717.515,NA,NA,"1","1","SuezJoL1",NA
"4",1615555782024,1,"12/03/2021 14:29:42","BLIND",9136315,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox2","response_text_area",121717.515,NA,NA,"Hyq","","SuezDiagram",NA
"5",1615555782026,1,"12/03/2021 14:29:42","BLIND",9136315,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox3","response_text_area",121717.515,NA,NA,"iQ8","","SuezDiagram",NA
"6",1615555782026,1,"12/03/2021 14:29:42","BLIND",9136315,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox4","response_text_area",121717.515,NA,NA,"4xKnm","","SuezDiagram",NA
"7",1615555782026,1,"12/03/2021 14:29:42","BLIND",9136315,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox1","response_text_area",121717.515,NA,NA,"IAy","","SuezDiagram",NA
"8",1615555782026,1,"12/03/2021 14:29:42","BLIND",9136315,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","SuezPart1_Text-Diagram",3,"1",1,"Diagram","Zone1","continue_button",121717.515,NA,NA,"","","SuezDiagram",NA
"9",1615555782027,1,"12/03/2021 14:29:42","BLIND",9136315,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart1_Text-Diagram","",NA,"",NA,"","","",121717.515,NA,NA,"","De indische oceaan en de middellandse zee waren afgesloten van elkaar,Hierdoor moesten schepen om het continent van afrika heen wat veel te lang duurde,Suez kanaal is aangelegd tussen de indische oceaan en de middellandse zee,handelsverkeer tussen europa en azie werd zo verbeterd","",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",121717.515,NA,NA,"","","",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,NA,NA,"","","",NA
