"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1617281086759,2,"01/04/2021 14:44:46","BLIND",1007411,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1617281107486,2,"01/04/2021 14:45:07","BLIND",1007411,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","SuezPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",38457.28,NA,NA,NA,NA,"SuezFeedback",NA
"3",1617281107490,2,"01/04/2021 14:45:07","BLIND",1007411,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","",NA,"END TASK",NA,"","","",20731,NA,NA,NA,NA,"",NA
"1",1617199064754,2,"31/03/2021 15:57:44","BLIND",1079035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1617199105561,2,"31/03/2021 15:58:25","BLIND",1079035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","SuezPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",38457.28,NA,NA,NA,NA,"SuezFeedback",NA
"3",1617199105567,2,"31/03/2021 15:58:25","BLIND",1079035,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","",NA,"END TASK",NA,"","","",40813,NA,NA,NA,NA,"",NA
"1",1617006564239,2,"29/03/2021 10:29:24","BLIND",1927223,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1617006590868,2,"29/03/2021 10:29:50","BLIND",1927223,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","SuezPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",38457.28,NA,NA,NA,NA,"SuezFeedback",NA
"3",1617006590876,2,"29/03/2021 10:29:50","BLIND",1927223,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","",NA,"END TASK",NA,"","","",26638,NA,NA,NA,NA,"",NA
"1",1617119396473,2,"30/03/2021 17:49:56","BLIND",2208511,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1617119418890,2,"30/03/2021 17:50:18","BLIND",2208511,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","SuezPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",38457.28,NA,NA,NA,NA,"SuezFeedback",NA
"3",1617119418897,2,"30/03/2021 17:50:18","BLIND",2208511,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","",NA,"END TASK",NA,"","","",22424,NA,NA,NA,NA,"",NA
"1",1617286511079,2,"01/04/2021 16:15:11","BLIND",3147309,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1617286542125,2,"01/04/2021 16:15:42","BLIND",3147309,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","SuezPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",38457.28,NA,NA,NA,NA,"SuezFeedback",NA
"3",1617286542128,2,"01/04/2021 16:15:42","BLIND",3147309,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","",NA,"END TASK",NA,"","","",31049,NA,NA,NA,NA,"",NA
"1",1617033501670,2,"29/03/2021 17:58:21","BLIND",3962958,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1617033515694,2,"29/03/2021 17:58:35","BLIND",3962958,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","SuezPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",38457.28,NA,NA,NA,NA,"SuezFeedback",NA
"3",1617033515700,2,"29/03/2021 17:58:35","BLIND",3962958,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","",NA,"END TASK",NA,"","","",14030,NA,NA,NA,NA,"",NA
"1",1617266099342,2,"01/04/2021 10:34:59","BLIND",4017127,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1617266122495,2,"01/04/2021 10:35:22","BLIND",4017127,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart2_Feedback","SuezPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",38457.28,NA,NA,NA,NA,"SuezFeedback",NA
