"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1616758231146,1,"26/03/2021 12:30:31","BLIND",1575151,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1616758237776,1,"26/03/2021 12:30:37","BLIND",1575151,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Four","response_button_text",NA,NA,NA,4,1,"JoL2",NA
"3",1616758237779,1,"26/03/2021 12:30:37","BLIND",1575151,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","",NA,"END TASK",NA,"","","",6633,NA,NA,NA,NA,"",NA
"1",1616170985956,1,"19/03/2021 17:23:05","BLIND",2357715,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1616170988008,1,"19/03/2021 17:23:08","BLIND",2357715,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Three","response_button_text",NA,NA,NA,4,1,"JoL2",NA
"3",1616170988010,1,"19/03/2021 17:23:08","BLIND",2357715,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","",NA,"END TASK",NA,"","","",2054,NA,NA,NA,NA,"",NA
"1",1616160138087,1,"19/03/2021 14:22:18","BLIND",5518815,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1616160139031,1,"19/03/2021 14:22:19","BLIND",5518815,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Four","response_button_text",NA,NA,NA,4,1,"JoL2",NA
"3",1616160139033,1,"19/03/2021 14:22:19","BLIND",5518815,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","",NA,"END TASK",NA,"","","",946,NA,NA,NA,NA,"",NA
"1",1615821804934,1,"15/03/2021 16:23:24","BLIND",5920138,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1615821806085,1,"15/03/2021 16:23:26","BLIND",5920138,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Three","response_button_text",NA,NA,NA,4,1,"JoL2",NA
"3",1615821806088,1,"15/03/2021 16:23:26","BLIND",5920138,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","",NA,"END TASK",NA,"","","",1154,NA,NA,NA,NA,"",NA
"1",1616772892293,1,"26/03/2021 16:34:52","BLIND",6748813,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1616772896452,1,"26/03/2021 16:34:56","BLIND",6748813,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Four","response_button_text",NA,NA,NA,4,1,"JoL2",NA
"3",1616772896455,1,"26/03/2021 16:34:56","BLIND",6748813,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","",NA,"END TASK",NA,"","","",4162,NA,NA,NA,NA,"",NA
"1",1616498229181,1,"23/03/2021 12:17:09","BLIND",6873871,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
