"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1616160293611,1,"19/03/2021 14:24:53","BLIND",5357775,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1616160306224,1,"19/03/2021 14:25:06","BLIND",5357775,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart2_Feedback","MetroPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",27727.375,NA,NA,NA,NA,"MetroFeedback",NA
"3",1616160306228,1,"19/03/2021 14:25:06","BLIND",5357775,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart2_Feedback","",NA,"END TASK",NA,"","","",12617,NA,NA,NA,NA,"",NA
"1",1616757920869,1,"26/03/2021 12:25:20","BLIND",6372771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1616757948687,1,"26/03/2021 12:25:48","BLIND",6372771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart2_Feedback","MetroPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",27727.375,NA,NA,NA,NA,"MetroFeedback",NA
"3",1616757948692,1,"26/03/2021 12:25:48","BLIND",6372771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart2_Feedback","",NA,"END TASK",NA,"","","",27823,NA,NA,NA,NA,"",NA
"1",1615822243791,1,"15/03/2021 16:30:43","BLIND",6667071,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1615822268643,1,"15/03/2021 16:31:08","BLIND",6667071,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart2_Feedback","MetroPart2_Feedback",1,"1",1,"Feedback","Zone1","continue_button",27727.375,NA,NA,NA,NA,"MetroFeedback",NA
"3",1615822268647,1,"15/03/2021 16:31:08","BLIND",6667071,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart2_Feedback","",NA,"END TASK",NA,"","","",24856,NA,NA,NA,NA,"",NA
"1",1616171242724,1,"19/03/2021 17:27:22","BLIND",8128618,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart2_Feedback","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
