"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1615554576789,1,"12/03/2021 14:09:36","BLIND",8418949,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"","","",NA
"10",1615554820291,1,"12/03/2021 14:13:40","BLIND",8418949,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","",NA,"END TASK",NA,"","","",243502,NA,NA,"","","",NA
"2",1615554664753,1,"12/03/2021 14:11:04","BLIND",8418949,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","MetroPart1_Text-Diagram",1,"1",1,"Text","advancementZone","continue_button",154040.195,NA,NA,"","","MetroText",NA
"3",1615554666200,1,"12/03/2021 14:11:06","BLIND",8418949,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","MetroPart1_Text-Diagram",2,"1",1,"JoL1","Two","response_button_text",154040.195,NA,NA,"2","1","MetroJoL1",NA
"4",1615554820278,1,"12/03/2021 14:13:40","BLIND",8418949,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","MetroPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox1","response_text_area",154040.195,NA,NA,"Up","","MetroDiagram",NA
"5",1615554820280,1,"12/03/2021 14:13:40","BLIND",8418949,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","MetroPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox3","response_text_area",154040.195,NA,NA,"C7A66","","MetroDiagram",NA
"6",1615554820280,1,"12/03/2021 14:13:40","BLIND",8418949,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","MetroPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox4","response_text_area",154040.195,NA,NA,"EfvjFycCW","","MetroDiagram",NA
"7",1615554820280,1,"12/03/2021 14:13:40","BLIND",8418949,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","MetroPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox2","response_text_area",154040.195,NA,NA,"Yct","","MetroDiagram",NA
"8",1615554820281,1,"12/03/2021 14:13:40","BLIND",8418949,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","MetroPart1_Text-Diagram",3,"1",1,"Diagram","Zone1","continue_button",154040.195,NA,NA,"","","MetroDiagram",NA
"9",1615554820282,1,"12/03/2021 14:13:40","BLIND",8418949,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","",NA,"",NA,"","","",154040.195,NA,NA,"","De rode metro wagons worden red-birds genoemd en zorgen ervoor dat het afval niet op het land gescheiden moet worden,Een kunstmatig rif is aangelegd op de zanderige bodem bij de verendigde staten,Hierdoor kan er plankton en andere levende dieren leven die hier normaal gesproken niet konden leven,Door het leven zijn er nu zelfs vissen zoals zeebaarsen bij de kust van amerika","",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",154040.195,NA,NA,"","","",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,NA,NA,"","","",NA
