"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1615464797167,1,"11/03/2021 13:13:17","BLIND",2693445,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1615464798840,1,"11/03/2021 13:13:18","BLIND",2693445,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","One","response_button_text",2044.54,NA,NA,2,1,"JoL2",NA
"3",1615464798842,1,"11/03/2021 13:13:18","BLIND",2693445,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"END TASK",NA,"","","",1675,NA,NA,NA,NA,"",NA
"1",1615547683156,1,"12/03/2021 12:14:43","BLIND",9344726,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1615547685244,1,"12/03/2021 12:14:45","BLIND",9344726,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Two","response_button_text",2044.54,NA,NA,2,1,"JoL2",NA
"3",1615547685247,1,"12/03/2021 12:14:45","BLIND",9344726,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"END TASK",NA,"","","",2091,NA,NA,NA,NA,"",NA
"1",1615386319630,1,"10/03/2021 15:25:19","BLIND",9588918,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1615386321716,1,"10/03/2021 15:25:21","BLIND",9588918,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Four","response_button_text",2044.54,NA,NA,2,1,"JoL2",NA
"3",1615386321718,1,"10/03/2021 15:25:21","BLIND",9588918,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"END TASK",NA,"","","",2088,NA,NA,NA,NA,"",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",2044.54,NA,NA,NA,NA,"",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,NA,NA,NA,NA,"",NA
