"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1617019858126,2,"29/03/2021 14:10:58","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"","","",NA
"10",1617020000068,2,"29/03/2021 14:13:20","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","",NA,"END TASK",NA,"","","",141943,NA,NA,"","","",NA
"2",1617019943430,2,"29/03/2021 14:12:23","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","MetroPart1_Text-Diagram",1,"1",1,"Text","advancementZone","continue_button",5203.27833333332,NA,NA,"","","MetroText",NA
"3",1617019944980,2,"29/03/2021 14:12:24","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","MetroPart1_Text-Diagram",2,"1",1,"JoL1","Three","response_button_text",5203.27833333332,NA,NA,"2","1","MetroJoL1",NA
"4",1617020000056,2,"29/03/2021 14:13:20","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","MetroPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox1","response_text_area",5203.27833333332,NA,NA,"Id","","MetroDiagram",NA
"5",1617020000059,2,"29/03/2021 14:13:20","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","MetroPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox3","response_text_area",5203.27833333332,NA,NA,"CDG337b2y","","MetroDiagram",NA
"6",1617020000060,2,"29/03/2021 14:13:20","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","MetroPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox4","response_text_area",5203.27833333332,NA,NA,"1njOGUX63D","","MetroDiagram",NA
"7",1617020000060,2,"29/03/2021 14:13:20","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","MetroPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox2","response_text_area",5203.27833333332,NA,NA,"rNoj","","MetroDiagram",NA
"8",1617020000060,2,"29/03/2021 14:13:20","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","MetroPart1_Text-Diagram",3,"1",1,"Diagram","Zone1","continue_button",5203.27833333332,NA,NA,"","","MetroDiagram",NA
"9",1617020000061,2,"29/03/2021 14:13:20","BLIND",1218243,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","MetroPart1_Text-Diagram","",NA,"",NA,"","","",5203.27833333332,NA,NA,"","de wagons hoefden niet op een andere manier tot afval worden gemaakt,een kunstmatig rif werd aangelegd,plankton en nog iets gingen groeien,meer vissen in de atlantische oceaan","",NA
