"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1616758238914,1,"26/03/2021 12:30:38","BLIND",1575151,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1616758240979,1,"26/03/2021 12:30:40","BLIND",1575151,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart4_Test","MuziekPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",98365.3,NA,NA,"",NA,"MuziekTest",NA
"3",1616758330111,1,"26/03/2021 12:32:10","BLIND",1575151,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart4_Test","MuziekPart4_Test",1,"1",2,"Test","buttonA","response_text_area",98365.3,NA,NA,"hbx6NC",NA,"MuziekTest",NA
"4",1616758330113,1,"26/03/2021 12:32:10","BLIND",1575151,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart4_Test","MuziekPart4_Test",1,"1",2,"Test","buttonB","continue_button",98365.3,NA,NA,"",NA,"MuziekTest",NA
"5",1616758330119,1,"26/03/2021 12:32:10","BLIND",1575151,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart4_Test","",NA,"END TASK",NA,"","","",91205,NA,NA,"",NA,"",NA
"1",1616170990496,1,"19/03/2021 17:23:10","BLIND",2357715,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1616170993566,1,"19/03/2021 17:23:13","BLIND",2357715,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart4_Test","MuziekPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",98365.3,NA,NA,"",NA,"MuziekTest",NA
"3",1616171040537,1,"19/03/2021 17:24:00","BLIND",2357715,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart4_Test","MuziekPart4_Test",1,"1",2,"Test","buttonA","response_text_area",98365.3,NA,NA,"JrXq5Dt",NA,"MuziekTest",NA
"4",1616171040538,1,"19/03/2021 17:24:00","BLIND",2357715,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart4_Test","MuziekPart4_Test",1,"1",2,"Test","buttonB","continue_button",98365.3,NA,NA,"",NA,"MuziekTest",NA
"5",1616171040554,1,"19/03/2021 17:24:00","BLIND",2357715,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart4_Test","",NA,"END TASK",NA,"","","",50058,NA,NA,"",NA,"",NA
"1",1616160140837,1,"19/03/2021 14:22:20","BLIND",5518815,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1616160142126,1,"19/03/2021 14:22:22","BLIND",5518815,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Muziek","MuziekPart4_Test","MuziekPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",98365.3,NA,NA,"",NA,"MuziekTest",NA
