"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1615386542225,1,"10/03/2021 15:29:02","BLIND",1025108,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1615386544049,1,"10/03/2021 15:29:04","BLIND",1025108,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","SuezPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",30807.138,NA,NA,"",NA,"SuezTest",NA
"3",1615386618237,1,"10/03/2021 15:30:18","BLIND",1025108,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","SuezPart4_Test",1,"1",2,"Test","buttonA","response_text_area",30807.138,NA,NA,"YaU9axZk",NA,"SuezTest",NA
"4",1615386618238,1,"10/03/2021 15:30:18","BLIND",1025108,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","SuezPart4_Test",1,"1",2,"Test","buttonB","continue_button",30807.138,NA,NA,"",NA,"SuezTest",NA
"5",1615386618240,1,"10/03/2021 15:30:18","BLIND",1025108,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","",NA,"END TASK",NA,"","","",76015,NA,NA,"",NA,"",NA
"1",1615465320641,1,"11/03/2021 13:22:00","BLIND",7896768,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"",NA,"",NA
"2",1615465322469,1,"11/03/2021 13:22:02","BLIND",7896768,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","SuezPart4_Test",1,"1",1,"InstructieToets","advancementZone","continue_button",30807.138,NA,NA,"",NA,"SuezTest",NA
"3",1615465398896,1,"11/03/2021 13:23:18","BLIND",7896768,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","SuezPart4_Test",1,"1",2,"Test","buttonA","response_text_area",30807.138,NA,NA,"Drb",NA,"SuezTest",NA
"4",1615465398897,1,"11/03/2021 13:23:18","BLIND",7896768,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","SuezPart4_Test",1,"1",2,"Test","buttonB","continue_button",30807.138,NA,NA,"",NA,"SuezTest",NA
"5",1615465398904,1,"11/03/2021 13:23:18","BLIND",7896768,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Suez","SuezPart4_Test","",NA,"END TASK",NA,"","","",78263,NA,NA,"",NA,"",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",30807.138,NA,NA,"",NA,"",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,NA,NA,"",NA,"",NA
