"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1616160307331,1,"19/03/2021 14:25:07","BLIND",5357775,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1616160308094,1,"19/03/2021 14:25:08","BLIND",5357775,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Four","response_button_text",NA,NA,NA,4,1,"JoL2",NA
"3",1616160308098,1,"19/03/2021 14:25:08","BLIND",5357775,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"END TASK",NA,"","","",767,NA,NA,NA,NA,"",NA
"1",1616757950036,1,"26/03/2021 12:25:50","BLIND",6372771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1616757953837,1,"26/03/2021 12:25:53","BLIND",6372771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Four","response_button_text",NA,NA,NA,4,1,"JoL2",NA
"3",1616757953840,1,"26/03/2021 12:25:53","BLIND",6372771,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"END TASK",NA,"","","",3804,NA,NA,NA,NA,"",NA
"1",1615822269782,1,"15/03/2021 16:31:09","BLIND",6667071,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1615822271154,1,"15/03/2021 16:31:11","BLIND",6667071,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Four","response_button_text",NA,NA,NA,4,1,"JoL2",NA
"3",1615822271157,1,"15/03/2021 16:31:11","BLIND",6667071,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"END TASK",NA,"","","",1375,NA,NA,NA,NA,"",NA
"1",1616171264491,1,"19/03/2021 17:27:44","BLIND",8128618,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
"2",1616171265701,1,"19/03/2021 17:27:45","BLIND",8128618,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","Part3_JoL2",1,"1",1,"JoL2","Three","response_button_text",NA,NA,NA,4,1,"JoL2",NA
"3",1616171265705,1,"19/03/2021 17:27:45","BLIND",8128618,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"END TASK",NA,"","","",1214,NA,NA,NA,NA,"",NA
"1",1616771992349,1,"26/03/2021 16:19:52","BLIND",8250323,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Metro","Part3_JoL2","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,NA,NA,"",NA
