"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_bod5","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display","Diagram_Box_Require_Response"
"1",1615555262910,1,"12/03/2021 14:21:02","BLIND",4712118,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","",NA,"BEGIN TASK",NA,"","","",NA,NA,NA,"","","",NA
"10",1615555470007,1,"12/03/2021 14:24:30","BLIND",4712118,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","",NA,"END TASK",NA,"","","",207097,NA,NA,"","","",NA
"2",1615555350109,1,"12/03/2021 14:22:30","BLIND",4712118,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",1,"1",1,"Text","advancementZone","continue_button",71438.4328571429,NA,NA,"","","BetonText",NA
"3",1615555351300,1,"12/03/2021 14:22:31","BLIND",4712118,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",2,"1",1,"JoL1","Two","response_button_text",71438.4328571429,NA,NA,"1","1","BetonJoL1",NA
"4",1615555469997,1,"12/03/2021 14:24:29","BLIND",4712118,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox2","response_text_area",71438.4328571429,NA,NA,"FmY","","BetonDiagram",NA
"5",1615555469999,1,"12/03/2021 14:24:29","BLIND",4712118,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox3","response_text_area",71438.4328571429,NA,NA,"vUU6Id5B","","BetonDiagram",NA
"6",1615555469999,1,"12/03/2021 14:24:29","BLIND",4712118,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox4","response_text_area",71438.4328571429,NA,NA,"Z2","","BetonDiagram",NA
"7",1615555470000,1,"12/03/2021 14:24:30","BLIND",4712118,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","DiagBox1","response_text_area",71438.4328571429,NA,NA,"poZCd","","BetonDiagram",NA
"8",1615555470000,1,"12/03/2021 14:24:30","BLIND",4712118,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","BetonPart1_Text-Diagram",3,"1",1,"Diagram","Zone1","continue_button",71438.4328571429,NA,NA,"","","BetonDiagram",NA
"9",1615555470001,1,"12/03/2021 14:24:30","BLIND",4712118,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 45.0","1680x1050","1668x949","Beton","BetonPart1_Text-Diagram","",NA,"",NA,"","","",71438.4328571429,NA,NA,"","Beton heeft sinds 1962 een certificaat nodig om het te gebruiken bij het bouwen van gebouwen,Bij het bouwen met beton is het belangrijk om rekening te houden met de centrale verwarming,Door de centrale verwarming kan het beton krimpen en worden de gebouwen dus kleiner,Wanneer het gebouw kleiner wordt blijft de lift hangen omdat die te groot is voor het gebouw","",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",71438.4328571429,NA,NA,"","","",NA
"END OF FILE",NA,NA,"","",NA,NA,"",NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,NA,NA,"","","",NA
